author_id,author_name,field_name,author_citation_from_papers_in_field,gender,race
2306111812,richard james,social network analysis,1140,male,White/European
2312484960,jo brown,social network analysis,1026,male,White/European
2119113135,marc a smith,social network analysis,929,male,White/European
2075617528,damien r farine,social network analysis,901,male,White/European
2026323400,ronald rousseau,social network analysis,761,male,White/European
2648312118,irene sendinanadal,network theory,1224,female,Hispanic/Latino
2120857029,luciano da fontoura costa,network theory,501,male,Hispanic/Latino
2131354393,regino criado,network theory,1287,male,Hispanic/Latino
2754191259,miguel romance,network theory,1289,male,Hispanic/Latino
2163986955,sergio gomez,network theory,530,male,Hispanic/Latino
2163979423,ernesto estrada,complex network,3087,male,Hispanic/Latino
2120857029,luciano da fontoura costa,complex network,2147,male,Hispanic/Latino
2095945270,mario chavez,complex network,7226,male,Hispanic/Latino
2163979423,ernesto estrada,network science,753,male,Hispanic/Latino
2147903670,emilio ferrara,network science,598,male,Hispanic/Latino
1207569220,charles j fombrun,social network analysis,1275,male,Hispanic/Latino
606963677,andres corradaemmanuel,social network analysis,737,male,Hispanic/Latino
2098642314,mani srivastava,graph theory,1593,male,Indian Subcontinet
2161062602,vipin kumar,graph theory,2560,male,Indian Subcontinet
2155470367,devavrat shah,graph theory,2523,male,Indian Subcontinet
2081555490,usha nandini raghavan,graph theory,1632,female,Indian Subcontinet
2136556746,jitendra malik,graph theory,12828,male,Indian Subcontinet
2108719851,balaji prabhakar,graph theory,2330,male,Indian Subcontinet
2079810293,soundar kumara,graph theory,1689,male,Indian Subcontinet
2160677743,arpita ghosh,graph theory,2330,male,Indian Subcontinet
2133515444,miodrag potkonjak,graph theory,1602,male,Indian Subcontinet
2173329291,samrat bhattacharjee,graph theory,1502,male,Indian Subcontinet
2100243203,sunil k narang,graph theory,1598,male,Indian Subcontinet
2648357322,u s r murty,graph theory,1767,male,Indian Subcontinet
2024718400,gautam ahuja,network theory,3224,male,Indian Subcontinet
2076073623,murugesu sivapalan,network theory,506,male,Indian Subcontinet
2511378051,nitin nohria,network theory,1348,male,Indian Subcontinet
2236981363,ranjay gulati,social network,7843,male,Indian Subcontinet
2636163417,ajay mehra,social network,3813,male,Indian Subcontinet
2038968579,jayavardhana gubbi,social network,4397,male,Indian Subcontinet
2606864221,sumantra ghoshal,social network,3862,male,Indian Subcontinet
737083156,rajkumar buyya,social network,4419,male,Indian Subcontinet
1982116827,krishna p gummadi,social network,8931,male,Indian Subcontinet
2025344509,marimuthu palaniswami,social network,4429,male,Indian Subcontinet
2152523866,bobby bhattacharjee,network science,2311,male,Indian Subcontinet
2577876495,ravi kumar,network science,1121,male,Indian Subcontinet
1982116827,krishna p gummadi,network science,2311,male,Indian Subcontinet
2024941725,krishna p n puttaswamy,social network analysis,733,male,Indian Subcontinet
2233085243,manju k ahuja,social network analysis,796,female,Indian Subcontinet
2636163417,ajay mehra,social network analysis,1788,male,Indian Subcontinet
2146335907,charu c aggarwal,social network analysis,838,male,Indian Subcontinet
2059565384,akshay java,social network analysis,2213,male,Indian Subcontinet
